4,1568973498.651501
10,1568974098.749495
-1,1568974698.844833
4,1568974699.866267
10,1568975299.908556
-1,1568975900.006088
4,1568975901.026174
10,1568976501.027688
-1,1568977101.040015
4,1568977102.062834
10,1568977702.16036
-1,1568978302.259368
4,1568978303.275473
10,1568978903.373518
-1,1568979503.469934
4,1568979504.492546
10,1568980104.592503
-1,1568980704.650603
4,1568980705.672957
10,1568981305.768866
-1,1568981905.866686
4,1568981906.885826
10,1568982506.985493
-1,1568983107.084278
4,1568983108.101146
10,1568983708.133105
-1,1568984308.214669
4,1568984309.233553
10,1568984909.328321
-1,1568985509.38953
4,1568985510.416381
10,1568986110.469503
-1,1568986710.547242
4,1568986711.564795
10,1568987311.662772
-1,1568987911.760631
4,1568987912.781347
10,1568988512.802883
-1,1568989112.848381
4,1568989113.870738
10,1568989713.933451
-1,1568990314.008384
4,1568990315.026136
10,1568990915.108027
-1,1568991515.20661
4,1568991516.227241
10,1568992116.290243
-1,1568992716.389941
4,1568992717.409613
10,1568993317.417674
-1,1568993917.51809
4,1568993918.539546
10,1568994518.562999
-1,1568995118.577351
4,1568995119.596358
10,1568995719.664878
-1,1568996319.699331
4,1568996320.721216
10,1568996920.796332
-1,1568997520.895281
